cohort,quarter,date,day_of_quarter,downloads,cum_downloads
datadog,2023Q3,2023-07-15,15,147762,11579380
datadog,2023Q3,2023-07-16,16,149693,11729073
datadog,2023Q3,2023-07-17,17,1116015,12845088
datadog,2023Q3,2023-07-18,18,1208161,14053249
datadog,2023Q3,2023-07-19,19,1236247,15289496
datadog,2023Q3,2023-07-20,20,1181282,16470778
datadog,2023Q3,2023-07-21,21,1045742,17516520
datadog,2023Q3,2023-07-22,22,152057,17668577
datadog,2023Q3,2023-07-23,23,152750,17821327
datadog,2023Q3,2023-07-24,24,1189731,19011058
datadog,2023Q3,2023-07-25,25,1256950,20268008
datadog,2023Q3,2023-07-26,26,1246719,21514727
datadog,2023Q3,2023-07-27,27,1208251,22722978
datadog,2023Q3,2023-07-28,28,1047763,23770741
datadog,2023Q3,2023-07-29,29,150974,23921715
datadog,2023Q3,2023-07-30,30,155000,24076715
datadog,2023Q3,2023-07-31,31,1137185,25213900
datadog,2023Q3,2023-08-01,32,1248146,26462046
datadog,2023Q3,2023-08-02,33,1184532,27646578
datadog,2023Q3,2023-08-03,34,1215109,28861687
datadog,2023Q3,2023-08-04,35,1080390,29942077
datadog,2023Q3,2023-08-05,36,145337,30087414
datadog,2023Q3,2023-08-06,37,153120,30240534
datadog,2023Q3,2023-08-07,38,1006852,31247386
datadog,2023Q3,2023-08-08,39,1276511,32523897
datadog,2023Q3,2023-08-09,40,1277461,33801358
datadog,2023Q3,2023-08-10,41,1227266,35028624
datadog,2023Q3,2023-08-11,42,1061184,36089808
datadog,2023Q3,2023-08-12,43,149892,36239700
datadog,2023Q3,2023-08-13,44,156537,36396237
datadog,2023Q3,2023-08-14,45,1157469,37553706
datadog,2023Q3,2023-08-15,46,1122269,38675975
datadog,2023Q3,2023-08-16,47,1269611,39945586
datadog,2023Q3,2023-08-17,48,1221229,41166815
datadog,2023Q3,2023-08-18,49,1004332,42171147
datadog,2023Q3,2023-08-19,50,145611,42316758
datadog,2023Q3,2023-08-20,51,152986,42469744
datadog,2023Q3,2023-08-21,52,1222334,43692078
datadog,2023Q3,2023-08-22,53,1251748,44943826
datadog,2023Q3,2023-08-23,54,1240176,46184002
datadog,2023Q3,2023-08-24,55,1238148,47422150
datadog,2023Q3,2023-08-25,56,938194,48360344
datadog,2023Q3,2023-08-26,57,161187,48521531
datadog,2023Q3,2023-08-27,58,164329,48685860
datadog,2023Q3,2023-08-28,59,1122589,49808449
datadog,2023Q3,2023-08-29,60,1239472,51047921
datadog,2023Q3,2023-08-30,61,1250873,52298794
datadog,2023Q3,2023-08-31,62,1251788,53550582
datadog,2023Q3,2023-09-01,63,1009707,54560289
datadog,2023Q3,2023-09-02,64,170609,54730898
datadog,2023Q3,2023-09-03,65,172197,54903095
datadog,2023Q3,2023-09-04,66,653882,55556977
datadog,2023Q3,2023-09-05,67,1202850,56759827
datadog,2023Q3,2023-09-06,68,1309009,58068836
datadog,2023Q3,2023-09-07,69,1257015,59325851
datadog,2023Q3,2023-09-08,70,1086792,60412643
datadog,2023Q3,2023-09-09,71,158356,60570999
datadog,2023Q3,2023-09-10,72,143768,60714767
datadog,2023Q3,2023-09-11,73,1208990,61923757
datadog,2023Q3,2023-09-12,74,1310584,63234341
datadog,2023Q3,2023-09-13,75,1261724,64496065
datadog,2023Q3,2023-09-14,76,1255464,65751529
datadog,2023Q3,2023-09-15,77,1059330,66810859
datadog,2023Q3,2023-09-16,78,162213,66973072
datadog,2023Q3,2023-09-17,79,137563,67110635
datadog,2023Q3,2023-09-18,80,1129434,68240069
datadog,2023Q3,2023-09-19,81,1211737,69451806
datadog,2023Q3,2023-09-20,82,1246781,70698587
datadog,2023Q3,2023-09-21,83,1237024,71935611
datadog,2023Q3,2023-09-22,84,1041947,72977558
datadog,2023Q3,2023-09-23,85,155666,73133224
datadog,2023Q3,2023-09-24,86,137301,73270525
datadog,2023Q3,2023-09-25,87,1160372,74430897
datadog,2023Q3,2023-09-26,88,1275224,75706121
datadog,2023Q3,2023-09-27,89,1207875,76913996
datadog,2023Q3,2023-09-28,90,1218960,78132956
datadog,2023Q3,2023-09-29,91,1086118,79219074
datadog,2023Q3,2023-09-30,92,175240,79394314
datadog,2023Q4,2023-10-01,1,173917,173917
datadog,2023Q4,2023-10-02,2,967164,1141081
datadog,2023Q4,2023-10-03,3,1158751,2299832
datadog,2023Q4,2023-10-04,4,1183887,3483719
datadog,2023Q4,2023-10-05,5,1170326,4654045
datadog,2023Q4,2023-10-06,6,1015964,5670009
datadog,2023Q4,2023-10-07,7,167335,5837344
datadog,2023Q4,2023-10-08,8,149577,5986921
datadog,2023Q4,2023-10-09,9,852161,6839082
datadog,2023Q4,2023-10-10,10,1138012,7977094
datadog,2023Q4,2023-10-11,11,1180848,9157942
datadog,2023Q4,2023-10-12,12,1133355,10291297
datadog,2023Q4,2023-10-13,13,935019,11226316
datadog,2023Q4,2023-10-14,14,153168,11379484
datadog,2023Q4,2023-10-15,15,152248,11531732
datadog,2023Q4,2023-10-16,16,1094645,12626377
datadog,2023Q4,2023-10-17,17,1193845,13820222
datadog,2023Q4,2023-10-18,18,1209380,15029602
datadog,2023Q4,2023-10-19,19,1194487,16224089
datadog,2023Q4,2023-10-20,20,1008125,17232214
datadog,2023Q4,2023-10-21,21,170803,17403017
datadog,2023Q4,2023-10-22,22,145417,17548434
datadog,2023Q4,2023-10-23,23,1088955,18637389
datadog,2023Q4,2023-10-24,24,1160255,19797644
datadog,2023Q4,2023-10-25,25,1189735,20987379
datadog,2023Q4,2023-10-26,26,1169434,22156813
datadog,2023Q4,2023-10-27,27,1017606,23174419
datadog,2023Q4,2023-10-28,28,149101,23323520
datadog,2023Q4,2023-10-29,29,143416,23466936
datadog,2023Q4,2023-10-30,30,1112180,24579116
datadog,2023Q4,2023-10-31,31,1172859,25751975
datadog,2023Q4,2023-11-01,32,1004156,26756131
datadog,2023Q4,2023-11-02,33,331095,27087226
datadog,2023Q4,2023-11-03,34,0,27087226
datadog,2023Q4,2023-11-04,35,167779,27255005
datadog,2023Q4,2023-11-05,36,171449,27426454
datadog,2023Q4,2023-11-06,37,1091624,28518078
datadog,2023Q4,2023-11-07,38,1170304,29688382
datadog,2023Q4,2023-11-08,39,1172664,30861046
datadog,2023Q4,2023-11-09,40,1144371,32005417
datadog,2023Q4,2023-11-10,41,888200,32893617
datadog,2023Q4,2023-11-11,42,161138,33054755
datadog,2023Q4,2023-11-12,43,160979,33215734
datadog,2023Q4,2023-11-13,44,1064777,34280511
datadog,2023Q4,2023-11-14,45,1158613,35439124
datadog,2023Q4,2023-11-15,46,1127974,36567098
datadog,2023Q4,2023-11-16,47,1130233,37697331
datadog,2023Q4,2023-11-17,48,955080,38652411
datadog,2023Q4,2023-11-18,49,176647,38829058
datadog,2023Q4,2023-11-19,50,153144,38982202
datadog,2023Q4,2023-11-20,51,1012986,39995188
datadog,2023Q4,2023-11-21,52,1115508,41110696
datadog,2023Q4,2023-11-22,53,1021455,42132151
datadog,2023Q4,2023-11-23,54,713061,42845212
datadog,2023Q4,2023-11-24,55,578669,43423881
datadog,2023Q4,2023-11-25,56,133731,43557612
datadog,2023Q4,2023-11-26,57,159525,43717137
datadog,2023Q4,2023-11-27,58,1023905,44741042
datadog,2023Q4,2023-11-28,59,1160884,45901926
datadog,2023Q4,2023-11-29,60,1167804,47069730
datadog,2023Q4,2023-11-30,61,1122733,48192463
datadog,2023Q4,2023-12-01,62,968834,49161297
datadog,2023Q4,2023-12-02,63,199038,49360335
datadog,2023Q4,2023-12-03,64,169168,49529503
datadog,2023Q4,2023-12-04,65,1058592,50588095
datadog,2023Q4,2023-12-05,66,1127000,51715095
datadog,2023Q4,2023-12-06,67,1107855,52822950
datadog,2023Q4,2023-12-07,68,1088907,53911857
datadog,2023Q4,2023-12-08,69,897614,54809471
datadog,2023Q4,2023-12-09,70,189674,54999145
datadog,2023Q4,2023-12-10,71,176170,55175315
datadog,2023Q4,2023-12-11,72,1058103,56233418
datadog,2023Q4,2023-12-12,73,1161660,57395078
datadog,2023Q4,2023-12-13,74,1152988,58548066
datadog,2023Q4,2023-12-14,75,1115773,59663839
datadog,2023Q4,2023-12-15,76,945884,60609723
datadog,2023Q4,2023-12-16,77,203737,60813460
datadog,2023Q4,2023-12-17,78,177509,60990969
datadog,2023Q4,2023-12-18,79,1002151,61993120
datadog,2023Q4,2023-12-19,80,1087390,63080510
datadog,2023Q4,2023-12-20,81,1063985,64144495
datadog,2023Q4,2023-12-21,82,928459,65072954
datadog,2023Q4,2023-12-22,83,626374,65699328
datadog,2023Q4,2023-12-23,84,139762,65839090
datadog,2023Q4,2023-12-24,85,130211,65969301
datadog,2023Q4,2023-12-25,86,215878,66185179
datadog,2023Q4,2023-12-26,87,350143,66535322
datadog,2023Q4,2023-12-27,88,481009,67016331
datadog,2023Q4,2023-12-28,89,477834,67494165
datadog,2023Q4,2023-12-29,90,380916,67875081
datadog,2023Q4,2023-12-30,91,128881,68003962
datadog,2023Q4,2023-12-31,92,122300,68126262
datadog,2024Q1,2024-01-01,1,181052,181052
datadog,2024Q1,2024-01-02,2,821798,1002850
datadog,2024Q1,2024-01-03,3,938520,1941370
datadog,2024Q1,2024-01-04,4,968413,2909783
datadog,2024Q1,2024-01-05,5,874374,3784157
datadog,2024Q1,2024-01-06,6,169730,3953887
datadog,2024Q1,2024-01-07,7,150749,4104636
datadog,2024Q1,2024-01-08,8,976099,5080735
datadog,2024Q1,2024-01-09,9,1087810,6168545
datadog,2024Q1,2024-01-10,10,1130346,7298891
datadog,2024Q1,2024-01-11,11,1112775,8411666
datadog,2024Q1,2024-01-12,12,969622,9381288
datadog,2024Q1,2024-01-13,13,171924,9553212
datadog,2024Q1,2024-01-14,14,157012,9710224
datadog,2024Q1,2024-01-15,15,745567,10455791
datadog,2024Q1,2024-01-16,16,1158255,11614046
datadog,2024Q1,2024-01-17,17,1245685,12859731
datadog,2024Q1,2024-01-18,18,1120128,13979859
datadog,2024Q1,2024-01-19,19,1014802,14994661
datadog,2024Q1,2024-01-20,20,199482,15194143
datadog,2024Q1,2024-01-21,21,173356,15367499
datadog,2024Q1,2024-01-22,22,1131091,16498590
datadog,2024Q1,2024-01-23,23,1254235,17752825
datadog,2024Q1,2024-01-24,24,1177244,18930069
datadog,2024Q1,2024-01-25,25,1195352,20125421
datadog,2024Q1,2024-01-26,26,988710,21114131
datadog,2024Q1,2024-01-27,27,189567,21303698
datadog,2024Q1,2024-01-28,28,174811,21478509
datadog,2024Q1,2024-01-29,29,1122398,22600907
datadog,2024Q1,2024-01-30,30,1237817,23838724
datadog,2024Q1,2024-01-31,31,1213504,25052228
datadog,2024Q1,2024-02-01,32,1198448,26250676
datadog,2024Q1,2024-02-02,33,1042936,27293612
datadog,2024Q1,2024-02-03,34,173127,27466739
datadog,2024Q1,2024-02-04,35,184296,27651035
datadog,2024Q1,2024-02-05,36,1114206,28765241
datadog,2024Q1,2024-02-06,37,1187063,29952304
datadog,2024Q1,2024-02-07,38,1168034,31120338
datadog,2024Q1,2024-02-08,39,1197080,32317418
datadog,2024Q1,2024-02-09,40,1001785,33319203
datadog,2024Q1,2024-02-10,41,172193,33491396
datadog,2024Q1,2024-02-11,42,163511,33654907
datadog,2024Q1,2024-02-12,43,1044579,34699486
datadog,2024Q1,2024-02-13,44,1163923,35863409
datadog,2024Q1,2024-02-14,45,1150773,37014182
datadog,2024Q1,2024-02-15,46,1191483,38205665
datadog,2024Q1,2024-02-16,47,1056277,39261942
datadog,2024Q1,2024-02-17,48,172042,39433984
datadog,2024Q1,2024-02-18,49,171127,39605111
datadog,2024Q1,2024-02-19,50,846182,40451293
datadog,2024Q1,2024-02-20,51,1239565,41690858
datadog,2024Q1,2024-02-21,52,1258689,42949547
datadog,2024Q1,2024-02-22,53,1242119,44191666
datadog,2024Q1,2024-02-23,54,1071285,45262951
datadog,2024Q1,2024-02-24,55,203675,45466626
datadog,2024Q1,2024-02-25,56,198871,45665497
datadog,2024Q1,2024-02-26,57,1237383,46902880
datadog,2024Q1,2024-02-27,58,1316106,48218986
datadog,2024Q1,2024-02-28,59,1286634,49505620
datadog,2024Q1,2024-02-29,60,1272022,50777642
datadog,2024Q1,2024-03-01,61,1042508,51820150
datadog,2024Q1,2024-03-02,62,200444,52020594
datadog,2024Q1,2024-03-03,63,185951,52206545
datadog,2024Q1,2024-03-04,64,1186405,53392950
datadog,2024Q1,2024-03-05,65,1238739,54631689
datadog,2024Q1,2024-03-06,66,1238438,55870127
datadog,2024Q1,2024-03-07,67,1292692,57162819
datadog,2024Q1,2024-03-08,68,1032950,58195769
datadog,2024Q1,2024-03-09,69,183729,58379498
datadog,2024Q1,2024-03-10,70,171857,58551355
datadog,2024Q1,2024-03-11,71,1204612,59755967
datadog,2024Q1,2024-03-12,72,1276073,61032040
datadog,2024Q1,2024-03-13,73,1288044,62320084
datadog,2024Q1,2024-03-14,74,1262471,63582555
datadog,2024Q1,2024-03-15,75,1080970,64663525
datadog,2024Q1,2024-03-16,76,169052,64832577
datadog,2024Q1,2024-03-17,77,178881,65011458
datadog,2024Q1,2024-03-18,78,1229295,66240753
datadog,2024Q1,2024-03-19,79,1324125,67564878
datadog,2024Q1,2024-03-20,80,1263119,68827997
datadog,2024Q1,2024-03-21,81,1291867,70119864
datadog,2024Q1,2024-03-22,82,1080998,71200862
datadog,2024Q1,2024-03-23,83,181520,71382382
datadog,2024Q1,2024-03-24,84,183599,71565981
datadog,2024Q1,2024-03-25,85,1218619,72784600
datadog,2024Q1,2024-03-26,86,857105,73641705
datadog,2024Q1,2024-03-27,87,1298774,74940479
datadog,2024Q1,2024-03-28,88,1191762,76132241
datadog,2024Q1,2024-03-29,89,736398,76868639
datadog,2024Q1,2024-03-30,90,158253,77026892
datadog,2024Q1,2024-03-31,91,160294,77187186
datadog,2024Q2,2024-04-01,1,891558,891558
datadog,2024Q2,2024-04-02,2,1270693,2162251
datadog,2024Q2,2024-04-03,3,1320755,3483006
datadog,2024Q2,2024-04-04,4,1299553,4782559
datadog,2024Q2,2024-04-05,5,1071100,5853659
datadog,2024Q2,2024-04-06,6,174174,6027833
datadog,2024Q2,2024-04-07,7,185186,6213019
datadog,2024Q2,2024-04-08,8,1199041,7412060
datadog,2024Q2,2024-04-09,9,1269889,8681949
datadog,2024Q2,2024-04-10,10,1267988,9949937
datadog,2024Q2,2024-04-11,11,1303739,11253676
datadog,2024Q2,2024-04-12,12,1108197,12361873
datadog,2024Q2,2024-04-13,13,169377,12531250
datadog,2024Q2,2024-04-14,14,163615,12694865
datadog,2024Q2,2024-04-15,15,1254224,13949089
datadog,2024Q2,2024-04-16,16,1314277,15263366
datadog,2024Q2,2024-04-17,17,1305665,16569031
datadog,2024Q2,2024-04-18,18,1289520,17858551
datadog,2024Q2,2024-04-19,19,1096371,18954922
datadog,2024Q2,2024-04-20,20,159978,19114900
datadog,2024Q2,2024-04-21,21,165994,19280894
datadog,2024Q2,2024-04-22,22,1244338,20525232
datadog,2024Q2,2024-04-23,23,1312909,21838141
datadog,2024Q2,2024-04-24,24,1352226,23190367
datadog,2024Q2,2024-04-25,25,1289751,24480118
datadog,2024Q2,2024-04-26,26,1092761,25572879
datadog,2024Q2,2024-04-27,27,163420,25736299
datadog,2024Q2,2024-04-28,28,161523,25897822
datadog,2024Q2,2024-04-29,29,1249240,27147062
datadog,2024Q2,2024-04-30,30,1348868,28495930
datadog,2024Q2,2024-05-01,31,974312,29470242
datadog,2024Q2,2024-05-02,32,1235636,30705878
datadog,2024Q2,2024-05-03,33,1024195,31730073
datadog,2024Q2,2024-05-04,34,179202,31909275
datadog,2024Q2,2024-05-05,35,172370,32081645
datadog,2024Q2,2024-05-06,36,1086541,33168186
datadog,2024Q2,2024-05-07,37,1297743,34465929
datadog,2024Q2,2024-05-08,38,1241879,35707808
datadog,2024Q2,2024-05-09,39,1185884,36893692
datadog,2024Q2,2024-05-10,40,1070186,37963878
datadog,2024Q2,2024-05-11,41,190781,38154659
datadog,2024Q2,2024-05-12,42,178044,38332703
datadog,2024Q2,2024-05-13,43,1255197,39587900
datadog,2024Q2,2024-05-14,44,1308318,40896218
datadog,2024Q2,2024-05-15,45,1331763,42227981
datadog,2024Q2,2024-05-16,46,1343993,43571974
datadog,2024Q2,2024-05-17,47,1119632,44691606
datadog,2024Q2,2024-05-18,48,158694,44850300
datadog,2024Q2,2024-05-19,49,161380,45011680
datadog,2024Q2,2024-05-20,50,1108830,46120510
datadog,2024Q2,2024-05-21,51,1366192,47486702
datadog,2024Q2,2024-05-22,52,1367717,48854419
datadog,2024Q2,2024-05-23,53,1299488,50153907
datadog,2024Q2,2024-05-24,54,1105760,51259667
datadog,2024Q2,2024-05-25,55,157995,51417662
datadog,2024Q2,2024-05-26,56,171680,51589342
datadog,2024Q2,2024-05-27,57,788227,52377569
datadog,2024Q2,2024-05-28,58,1279931,53657500
datadog,2024Q2,2024-05-29,59,1345771,55003271
datadog,2024Q2,2024-05-30,60,1255370,56258641
datadog,2024Q2,2024-05-31,61,1121090,57379731
datadog,2024Q2,2024-06-01,62,179298,57559029
datadog,2024Q2,2024-06-02,63,176932,57735961
datadog,2024Q2,2024-06-03,64,1308175,59044136
datadog,2024Q2,2024-06-04,65,1349490,60393626
datadog,2024Q2,2024-06-05,66,1361725,61755351
datadog,2024Q2,2024-06-06,67,1330443,63085794
datadog,2024Q2,2024-06-07,68,1119678,64205472
datadog,2024Q2,2024-06-08,69,166268,64371740
datadog,2024Q2,2024-06-09,70,158464,64530204
datadog,2024Q2,2024-06-10,71,1245052,65775256
datadog,2024Q2,2024-06-11,72,1367556,67142812
datadog,2024Q2,2024-06-12,73,1347901,68490713
datadog,2024Q2,2024-06-13,74,1385356,69876069
datadog,2024Q2,2024-06-14,75,1161367,71037436
datadog,2024Q2,2024-06-15,76,168689,71206125
datadog,2024Q2,2024-06-16,77,170748,71376873
datadog,2024Q2,2024-06-17,78,1237928,72614801
datadog,2024Q2,2024-06-18,79,1382933,73997734
datadog,2024Q2,2024-06-19,80,1057416,75055150
datadog,2024Q2,2024-06-20,81,1292784,76347934
datadog,2024Q2,2024-06-21,82,1141081,77489015
datadog,2024Q2,2024-06-22,83,176915,77665930
datadog,2024Q2,2024-06-23,84,170360,77836290
datadog,2024Q2,2024-06-24,85,1272944,79109234
datadog,2024Q2,2024-06-25,86,1429057,80538291
datadog,2024Q2,2024-06-26,87,1439598,81977889
datadog,2024Q2,2024-06-27,88,1395817,83373706
datadog,2024Q2,2024-06-28,89,1120054,84493760
datadog,2024Q2,2024-06-29,90,156276,84650036
datadog,2024Q2,2024-06-30,91,162976,84813012
datadog,2024Q3,2024-07-01,1,1260156,1260156
datadog,2024Q3,2024-07-02,2,1405938,2666094
datadog,2024Q3,2024-07-03,3,1313101,3979195
datadog,2024Q3,2024-07-04,4,862181,4841376
datadog,2024Q3,2024-07-05,5,793392,5634768
datadog,2024Q3,2024-07-06,6,136578,5771346
datadog,2024Q3,2024-07-07,7,152721,5924067
datadog,2024Q3,2024-07-08,8,1299120,7223187
datadog,2024Q3,2024-07-09,9,1384121,8607308
datadog,2024Q3,2024-07-10,10,1402195,10009503
datadog,2024Q3,2024-07-11,11,1401572,11411075
datadog,2024Q3,2024-07-12,12,1184201,12595276
datadog,2024Q3,2024-07-13,13,164486,12759762
datadog,2024Q3,2024-07-14,14,163619,12923381
datadog,2024Q3,2024-07-15,15,1278129,14201510
datadog,2024Q3,2024-07-16,16,1433648,15635158
datadog,2024Q3,2024-07-17,17,1430088,17065246
datadog,2024Q3,2024-07-18,18,1372324,18437570
datadog,2024Q3,2024-07-19,19,1131812,19569382
datadog,2024Q3,2024-07-20,20,162998,19732380
datadog,2024Q3,2024-07-21,21,166579,19898959
datadog,2024Q3,2024-07-22,22,1326826,21225785
datadog,2024Q3,2024-07-23,23,1444709,22670494
datadog,2024Q3,2024-07-24,24,1432474,24102968
datadog,2024Q3,2024-07-25,25,1393570,25496538
datadog,2024Q3,2024-07-26,26,1155449,26651987
datadog,2024Q3,2024-07-27,27,162060,26814047
datadog,2024Q3,2024-07-28,28,169421,26983468
datadog,2024Q3,2024-07-29,29,1395896,28379364
datadog,2024Q3,2024-07-30,30,1454318,29833682
datadog,2024Q3,2024-07-31,31,1453989,31287671
datadog,2024Q3,2024-08-01,32,1427513,32715184
datadog,2024Q3,2024-08-02,33,1185218,33900402
datadog,2024Q3,2024-08-03,34,174212,34074614
datadog,2024Q3,2024-08-04,35,175469,34250083
datadog,2024Q3,2024-08-05,36,1321699,35571782
datadog,2024Q3,2024-08-06,37,1504816,37076598
datadog,2024Q3,2024-08-07,38,1500903,38577501
datadog,2024Q3,2024-08-08,39,1502188,40079689
datadog,2024Q3,2024-08-09,40,1247025,41326714
datadog,2024Q3,2024-08-10,41,188193,41514907
datadog,2024Q3,2024-08-11,42,193586,41708493
datadog,2024Q3,2024-08-12,43,1358264,43066757
datadog,2024Q3,2024-08-13,44,1522294,44589051
datadog,2024Q3,2024-08-14,45,1450098,46039149
datadog,2024Q3,2024-08-15,46,1225590,47264739
datadog,2024Q3,2024-08-16,47,1186235,48450974
datadog,2024Q3,2024-08-17,48,175969,48626943
datadog,2024Q3,2024-08-18,49,179817,48806760
datadog,2024Q3,2024-08-19,50,1356535,50163295
datadog,2024Q3,2024-08-20,51,1493222,51656517
datadog,2024Q3,2024-08-21,52,1434046,53090563
datadog,2024Q3,2024-08-22,53,1466579,54557142
datadog,2024Q3,2024-08-23,54,1231277,55788419
datadog,2024Q3,2024-08-24,55,179953,55968372
datadog,2024Q3,2024-08-25,56,185752,56154124
datadog,2024Q3,2024-08-26,57,1347757,57501881
datadog,2024Q3,2024-08-27,58,1577143,59079024
datadog,2024Q3,2024-08-28,59,1549496,60628520
datadog,2024Q3,2024-08-29,60,1557430,62185950
datadog,2024Q3,2024-08-30,61,1181834,63367784
datadog,2024Q3,2024-08-31,62,183124,63550908
datadog,2024Q3,2024-09-01,63,195467,63746375
datadog,2024Q3,2024-09-02,64,894716,64641091
datadog,2024Q3,2024-09-03,65,1436140,66077231
datadog,2024Q3,2024-09-04,66,1559974,67637205
datadog,2024Q3,2024-09-05,67,1530348,69167553
datadog,2024Q3,2024-09-06,68,1239784,70407337
datadog,2024Q3,2024-09-07,69,188561,70595898
datadog,2024Q3,2024-09-08,70,192328,70788226
datadog,2024Q3,2024-09-09,71,1380950,72169176
datadog,2024Q3,2024-09-10,72,1505016,73674192
datadog,2024Q3,2024-09-11,73,1478334,75152526
datadog,2024Q3,2024-09-12,74,1543548,76696074
datadog,2024Q3,2024-09-13,75,1271714,77967788
datadog,2024Q3,2024-09-14,76,173336,78141124
datadog,2024Q3,2024-09-15,77,178807,78319931
datadog,2024Q3,2024-09-16,78,1380844,79700775
datadog,2024Q3,2024-09-17,79,1468299,81169074
datadog,2024Q3,2024-09-18,80,1534215,82703289
datadog,2024Q3,2024-09-19,81,1503001,84206290
datadog,2024Q3,2024-09-20,82,1266864,85473154
datadog,2024Q3,2024-09-21,83,181433,85654587
datadog,2024Q3,2024-09-22,84,193844,85848431
datadog,2024Q3,2024-09-23,85,1457687,87306118
datadog,2024Q3,2024-09-24,86,1546394,88852512
datadog,2024Q3,2024-09-25,87,1531966,90384478
datadog,2024Q3,2024-09-26,88,1526906,91911384
datadog,2024Q3,2024-09-27,89,1271188,93182572
datadog,2024Q3,2024-09-28,90,190039,93372611
datadog,2024Q3,2024-09-29,91,206739,93579350
datadog,2024Q3,2024-09-30,92,1426866,95006216
datadog,2024Q4,2024-10-01,1,1476381,1476381
datadog,2024Q4,2024-10-02,2,1443524,2919905
datadog,2024Q4,2024-10-03,3,1429850,4349755
datadog,2024Q4,2024-10-04,4,1265597,5615352
datadog,2024Q4,2024-10-05,5,190211,5805563
datadog,2024Q4,2024-10-06,6,188981,5994544
datadog,2024Q4,2024-10-07,7,1472629,7467173
datadog,2024Q4,2024-10-08,8,1650701,9117874
datadog,2024Q4,2024-10-09,9,1762512,10880386
datadog,2024Q4,2024-10-10,10,1740763,12621149
datadog,2024Q4,2024-10-11,11,1409532,14030681
datadog,2024Q4,2024-10-12,12,212492,14243173
datadog,2024Q4,2024-10-13,13,196603,14439776
datadog,2024Q4,2024-10-14,14,1331034,15770810
datadog,2024Q4,2024-10-15,15,1767461,17538271
datadog,2024Q4,2024-10-16,16,1690019,19228290
datadog,2024Q4,2024-10-17,17,1752976,20981266
datadog,2024Q4,2024-10-18,18,1442186,22423452
datadog,2024Q4,2024-10-19,19,208214,22631666
datadog,2024Q4,2024-10-20,20,207030,22838696
datadog,2024Q4,2024-10-21,21,1666777,24505473
